시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,정원(수용인원),현인원,전화번호,우편번호
강동구립쉼터데이케어센터,A7954,(노인) 재가노인복지시설,재가노인복지시설,자치구,이미라,1174000000,강동구,서울특별시 강동구 올림픽로89길 27-23(천호2동),21,17,02-479-0201,5244
길음안나데이케어센터,A8009,(노인) 재가노인복지시설,재가노인복지시설,자치구,이도영,1129000000,성북구,서울특별시 성북구 길음로9길 46(길음1동) (정릉동),21,21,02-940-3510,2721
대길홈케어센터,A8011,(노인) 재가노인복지시설,재가노인복지시설,자치구,서정숙,1156000000,영등포구,"서울특별시 영등포구 영등포로 84길 24-143층 (신길동, 대길사회복지재단)",19,18,02-831-9908,7356
정릉데이케어센터,A8036,(노인) 재가노인복지시설,재가노인복지시설,자치구,김병래,1129000000,성북구,서울특별시 성북구 솔샘로 8(정릉2동),18,18,02-916-0204,2710
상도데이케어센터,A8148,(노인) 재가노인복지시설,재가노인복지시설,자치구,문순희,1159000000,동작구,서울특별시 동작구 상도로39가길 7-0(상도1동),24,22,02-824-6018,6968
망원데이케어센터,A8198,(노인) 재가노인복지시설,재가노인복지시설,자치구,이남순,1144000000,마포구,서울특별시 마포구 월드컵로11길 61(망원동),24,24,02-325-9719,4018
구립영등포노인케어센터 병설 엘림데이케어센터,A8203,(노인) 재가노인복지시설,재가노인복지시설,자치구,이지은,1156000000,영등포구,서울특별시 영등포구 도림로 482구립영등포노인케어센터 1층 (문래동3가),28,28,02-2637-3970,7296
중화데이케어센터,A8474,(노인) 재가노인복지시설,재가노인복지시설,자치구,김형기,1126000000,중랑구,서울특별시 중랑구 동일로138길 28(중화동),20,20,02-436-1399,2050
보사노인복지센터(데이케어),A8603,(노인) 재가노인복지시설,재가노인복지시설,자치구,김진선,1144000000,마포구,서울특별시 마포구 동교로 132-3,14,14,02-3273-6692,121842
다솜장기요양센터,A8693,(노인) 재가노인복지시설,재가노인복지시설,자치구,유나래,1132000000,도봉구,서울특별시 도봉구 해등로 337-12 (쌍문동),0,0,010-3333-8379,1371
창전데이케어센터,A8872,(노인) 재가노인복지시설,재가노인복지시설,자치구,차정철,1144000000,마포구,서울특별시 마포구 서강로1길 30-04층,24,24,02-333-1090,4065
사랑나눔노인복지센터,A8896,(노인) 재가노인복지시설,재가노인복지시설,자치구,손효정,1153000000,구로구,서울특별시 구로구 구로동로 241,0,0,02-864-6649,8279
강남논현데이케어센터,A8948,(노인) 재가노인복지시설,재가노인복지시설,자치구,박보리,1168000000,강남구,서울특별시 강남구 논현로136길 5-8(논현2동),28,28,02-547-0881,6051
서울시니어스타워(주),A9021,(노인) 재가노인복지시설,재가노인복지시설,자치구,김영재,1150000000,강서구,서울특별시 강서구 화곡로68길 102,140,140,02-3660-7792,7550
희망주야간보호센터,A9042,(노인) 재가노인복지시설,재가노인복지시설,자치구,윤정숙,1153000000,구로구,서울특별시 구로구 중앙로 79-0꿈의교육관 2층,34,33,02-2681-0692,8228
남부데이케어센터,A9057,(노인) 재가노인복지시설,재가노인복지시설,자치구,이우영,1162000000,관악구,서울특별시 관악구 조원로 166-1대신빌딩 1층(신림동),20,20,02-861-6145,8763
역삼재가노인데이케어센터,A9059,(노인) 재가노인복지시설,재가노인복지시설,자치구,전희진,1168000000,강남구,서울특별시 강남구 언주로70길 18(역삼동),35,35,02-564-9294,6219
우리집데이케어센터,A9061,(노인) 재가노인복지시설,재가노인복지시설,자치구,김봉순,1156000000,영등포구,서울특별시 영등포구 디지털로 398 (대림동)3층,18,18,02-6080-7828,7438
구립용산노인데이케어센터,A9074,(노인) 재가노인복지시설,재가노인복지시설,자치구,김신희,1117000000,용산구,서울특별시 용산구 효창원로93길 51,24,24,02-715-5525,4311
옥수재가노인지원센터,A9103,(노인) 재가노인복지시설,재가노인복지시설,자치구,권기현,1120000000,성동구,서울특별시 성동구 한림말길 16-5(옥수동),120,120,02-2282-1118,4736
동대문노인종합복지관부설구립데이케어센터,A9244,(노인) 재가노인복지시설,재가노인복지시설,자치구,정선애,1123000000,동대문구,서울특별시 동대문구 홍릉로 81홍릉문화복지센터 3층,20,20,02-968-2861,2470
면목종합사회복지관병설면목데이케어센터,A9254,(노인) 재가노인복지시설,재가노인복지시설,자치구,김영미,1126000000,중랑구,서울특별시 중랑구 용마산로 228-0면목종합사회복지관 병설 면목데이케어센터,21,21,02-436-0069,2257
도봉재가노인지원센터,A9256,(노인) 재가노인복지시설,재가노인복지시설,자치구,장경화,1132000000,도봉구,서울특별시 도봉구 시루봉로 130정목빌딩 5층,0,0,02-3494-6060,1359
훼미피아데이케어센터,A9313,(노인) 재가노인복지시설,재가노인복지시설,자치구,송인석,1150000000,강서구,서울특별시 강서구 공항대로39길 59등촌4종합사회복지관내,31,29,02-3665-0188,7585
관악미르사랑데이케어센터,A9359,(노인) 재가노인복지시설,재가노인복지시설,자치구,한재훈,1162000000,관악구,서울특별시 관악구 은천로 25정암빌딩 4층,20,20,02-871-5501,8717
은평신사데이케어센터,A9360,(노인) 재가노인복지시설,재가노인복지시설,자치구,김인준,1138000000,은평구,서울특별시 은평구 은평로 6신수빌딩 2층 (신사동),21,21,02-351-9988,3450
불광데이케어센터,A9377,(노인) 재가노인복지시설,재가노인복지시설,자치구,윤남선,1138000000,은평구,서울특별시 은평구 연서로32길 17-111층,17,17,02-385-3225,3349
신당데이케어센터,A9412,(노인) 재가노인복지시설,재가노인복지시설,자치구,김영태,1114000000,중구,서울특별시 중구 다산로25길 6신당동,58,46,02-2231-1949,4608
서초구립방배데이케어센터,A9511,(노인) 재가노인복지시설,재가노인복지시설,자치구,이창호,1165000000,서초구,서울특별시 서초구 방배천로16길 5(방배동 437-8),17,17,02-3474-7992,6677
구립당산데이케어센터,A9650,(노인) 재가노인복지시설,재가노인복지시설,자치구,김태홍,1156000000,영등포구,서울특별시 영등포구 국회대로28길 17한얼빌딩 (당산동3가),21,21,02-2068-1120,7256
삼육서울병원재가노인복지센터,A9724,(노인) 재가노인복지시설,재가노인복지시설,자치구,장영실,1123000000,동대문구,서울특별시 동대문구 망우로 82삼육서울병원,24,24,02-2242-8090,2500
천호재가노인지원센터,A9744,(노인) 재가노인복지시설,재가노인복지시설,자치구,천두원,1174000000,강동구,서울특별시 강동구 구천면로68나길 10-1(천호1동),129,129,02-489-2053,5306
문정데이케어센터,A9757,(노인) 재가노인복지시설,재가노인복지시설,자치구,홍준기,1171000000,송파구,서울특별시 송파구 동남로4길 36fI빌딩 6층,48,40,02-403-3677,138825
죽헌 미르데이센터(성북1호),A9782,(노인) 재가노인복지시설,재가노인복지시설,자치구,윤형원,1129000000,성북구,서울특별시 성북구 보국문로 10부광빌딩 5층,20,19,02-919-9909,2718
강서구립연지데이케어센터,A9794,(노인) 재가노인복지시설,재가노인복지시설,자치구,이재민,1150000000,강서구,서울특별시 강서구 화곡로58길 30-7,18,17,02-2605-7501,7657
한서데이케어센터,A9798,(노인) 재가노인복지시설,재가노인복지시설,자치구,김상은,1144000000,마포구,서울특별시 마포구 월드컵로13길 801층,50,50,02-333-2390,4010
강북재가노인지원센터,A9810,(노인) 재가노인복지시설,재가노인복지시설,자치구,김영길,1130500000,강북구,서울특별시 강북구 삼양로 579-02층,2,2,02-945-9988,1006
강동미르사랑데이케어센터,A9825,(노인) 재가노인복지시설,재가노인복지시설,자치구,정미향,1174000000,강동구,서울특별시 강동구 천호대로 1210은선빌딩 4층,21,17,02-475-8808,5360
영등포재가노인지원센터,F03910,(노인) 재가노인복지시설,재가노인복지시설,자치구,조은선,1156000000,영등포구,서울특별시 영등포구 선유서로34길 10 (양평동3가),,137,02-2631-3212,7270
구립영등포노인복지센터 병설 데이케어센터,F04102,(노인) 재가노인복지시설,재가노인복지시설,자치구,조은선,1156000000,영등포구,서울특별시 영등포구 선유서로34길 103층 (양평동3가),30,30,02-2631-3212,7270
재가노인지원서비스센터,F04146,(노인) 재가노인복지시설,재가노인복지시설,자치구,이원희,1138000000,은평구,,,,,99999
금호데이케어센터,F04341,(노인) 재가노인복지시설,재가노인복지시설,자치구,한상연,1120000000,성동구,"서울특별시 성동구 독서당로 272 (금호동4가, 금호동 대우아파트)",33,33,02-2298-0086,4738
청운실버데이케어센터,F04361,(노인) 재가노인복지시설,재가노인복지시설,자치구,이지원,1111000000,종로구,서울특별시 종로구 자하문로28길 29 (청운동),20,20,02-766-4969,3047
강서시니어스주야간보호센터,F04393,(노인) 재가노인복지시설,재가노인복지시설,자치구,김혜진,1150000000,강서구,서울특별시 강서구 공항대로 315 (등촌동),24,24,02-2660-3800,7591
에녹요양협동조합 주야간보호센터,F04410,(노인) 재가노인복지시설,재가노인복지시설,자치구,최귀례,1156000000,영등포구,서울특별시 영등포구 가마산로 3133층 (대림동),15,15,02-843-1112,7378
갈현동성당데이케어센터,F04423,(노인) 재가노인복지시설,재가노인복지시설,자치구,정경일,1138000000,은평구,서울특별시 은평구 통일로83길 24-9 (갈현동),20,20,02-358-8570,3329
구파발성당데이케어센터,F04424,(노인) 재가노인복지시설,재가노인복지시설,자치구,인경희,1138000000,은평구,서울특별시 은평구 진관2로 29-16 (진관동),21,21,02-354-1380,3306
서울숲단기보호센터,F04450,(노인) 재가노인복지시설,재가노인복지시설,자치구,박윤희,1120000000,성동구,서울특별시 성동구 뚝섬로 401-24층 (성수동2가),9,9,02-6204-7227,4784
금호동성당데이케어센터,F04453,(노인) 재가노인복지시설,재가노인복지시설,자치구,양재혁,1120000000,성동구,서울특별시 성동구 무수막18길 36 (금호동2가),21,21,02-2236-9671,4728
왕십리성당데이케어센터,F04454,(노인) 재가노인복지시설,재가노인복지시설,자치구,신경란,1120000000,성동구,서울특별시 성동구 무학로10길 21 (홍익동),20,20,02-2282-3874,4708
성동구립사근동데이케어센터,F04455,(노인) 재가노인복지시설,재가노인복지시설,자치구,이도선,1120000000,성동구,서울특별시 성동구 사근동길 37 (사근동),28,28,02-6956-0708,4761
성수데이케어센터,F04456,(노인) 재가노인복지시설,재가노인복지시설,자치구,천미영,1120000000,성동구,서울특별시 성동구 성덕정길 79 (성수동2가),31,28,02-431-0191,4775
금호무지개노인복지센터,F04457,(노인) 재가노인복지시설,재가노인복지시설,자치구,이소정,1120000000,성동구,서울특별시 성동구 금호로13길 17201호 (금호동2가),28,24,02-2234-4177,4723
천호동성당데이케어센터,F04558,(노인) 재가노인복지시설,재가노인복지시설,자치구,이서인,1174000000,강동구,서울특별시 강동구 구천면로 236-15층 (천호동),21,21,02-471-9973,5334
에이스희망케어센터,F04610,(노인) 재가노인복지시설,재가노인복지시설,자치구,김순금,1123000000,동대문구,서울특별시 동대문구 고산자로 420경동프라자 6층 (용두동),74,54,02-959-3313,2560
서울시립동대문실버케어센터,F04768,(노인) 재가노인복지시설,재가노인복지시설,자치구,,1100000000,서울특별시,서울특별시 동대문구 황물로 12 (답십리동),,,02-000-0000,2591
서울시립마포실버케어센터,F04769,(노인) 재가노인복지시설,재가노인복지시설,자치구,,1144000000,마포구,서울특별시 마포구 백범로31길 21 (공덕동),,,02-000-0000,4147
구립연희안산데이케어센터,F14038,(노인) 재가노인복지시설,재가노인복지시설,자치구,박광준,1141000000,서대문구,서울특별시 서대문구 연희로29길 5,25,,02-335-0316,3697
삼농데이케어센터,G0044,(노인) 재가노인복지시설,재가노인복지시설,자치구,이윤희,1153000000,구로구,서울특별시 구로구 오류로8길84 (오류동),21,21,02-2617-9920,8344
당고개재가노인복지시설,G0078,(노인) 재가노인복지시설,재가노인복지시설,자치구,김현숙,1135000000,노원구,"서울특별시 노원구 상계동 1008-1211 (상계동, 신천지빌딩 4층)",61,45,233925542,1628
까리따스데이케어센터,G0079,(노인) 재가노인복지시설,재가노인복지시설,자치구,박영옥,1165000000,서초구,"서울특별시 서초구 남부순환로2124, 4층 (방배동 3274)",24,24,25238303,6760
(사)우이데이케어센터,G0094,(노인) 재가노인복지시설,재가노인복지시설,자치구,김영길,1130500000,강북구,"서울특별시 강북구 삼양로579, 2층 (우이동)",21,0,02-905-9989,1006
태릉데이케어센터,G0101,(노인) 재가노인복지시설,재가노인복지시설,자치구,최희영,1135000000,노원구,서울특별시 노원구 동일로176길47-18 (공릉동),31,27,02-977-9171,1847
유린원광방문요양센터,G0117,(노인) 재가노인복지시설,재가노인복지시설,자치구,최근호,1126000000,중랑구,서울특별시 중랑구 신내로 56(신내동),49,49,02-433-5673,2069
광진노인보호센터,G0156,(노인) 재가노인복지시설,재가노인복지시설,자치구,조철행,1121500000,광진구,서울특별시 광진구 뚝섬로58길13 (자양동),20,18,02-458-0350,5103
중랑재가노인복지센터,G0183,(노인) 재가노인복지시설,재가노인복지시설,자치구,박종언,1126000000,중랑구,"서울특별시 중랑구 봉우재로151, 2층 (상봉동)",0,10,02-2207-0515,2153
전인복지센터,G0190,(노인) 재가노인복지시설,재가노인복지시설,자치구,이수일,1147000000,양천구,서울특별시 양천구 목동남로52 (신정동)2층,106,120,27047193,8101
사랑과섬김요양원단기보호,G0220,(노인) 재가노인복지시설,재가노인복지시설,자치구,박애자,1126000000,중랑구,서울특별시 중랑구 묵동 239-51 창성빌딩239번지 51호 창성빌딩 2층,16,16,02-974-7004,2006
삼동재가방문요양센터,G0240,(노인) 재가노인복지시설,재가노인복지시설,자치구,박성배,1130500000,강북구,"서울특별시 강북구 한천로105길24, 202동 (번동)",0,0,02-987-1064,1229
여민데이케어센터,G0250,(노인) 재가노인복지시설,재가노인복지시설,자치구,김필중,1141000000,서대문구,서울특별시 서대문구 증가로4길58-6 (홍은동),27,27,23953662,3664
성북희망데이케어센터,G0312,(노인) 재가노인복지시설,재가노인복지시설,자치구,소선숙,1129000000,성북구,"서울특별시 성북구 동소문로190, 3층 , 4층 (돈암동, 중앙빌딩)",32,32,02-922-9955,2807
구립한남데이케어센터,G0362,(노인) 재가노인복지시설,재가노인복지시설,자치구,김종학,1117000000,용산구,서울특별시 용산구 독서당로103 (한남동),20,20,02-790-8884,4419
부모사랑데이케어센터,G0455,(노인) 재가노인복지시설,재가노인복지시설,자치구,이지연,1135000000,노원구,"서울특별시 노원구 월계로338, 상가A동 501호 (월계동, 신도브래뉴)",18,18,29090213,1885
금빛데이케어센터,G0456,(노인) 재가노인복지시설,재가노인복지시설,자치구,탁명식,1154500000,금천구,"서울특별시 금천구 탑골로2길8, 3층 (시흥동)",20,20,02-891-9055,8657
두레주야간보호센터,G0467,(노인) 재가노인복지시설,재가노인복지시설,자치구,이승구,1126000000,중랑구,서울특별시 중랑구 신내로 45해성빌딩 601호 (신내동),6,6,02-2207-7500,2085
국민건강보험공단서울요양원주야간보호센터,G0568,(노인) 재가노인복지시설,재가노인복지시설,자치구,염기선,1168000000,강남구,서울특별시 강남구 헌릉로590길50 (세곡동),44,47,02-2160-1000,6366
참마음노인복지센터,G0572,(노인) 재가노인복지시설,재가노인복지시설,자치구,김미진,1147000000,양천구,서울특별시 양천구 지양로13길 6201호 (신월동),20,20,262270675,8037
훼밀리데이케어센터,G0577,(노인) 재가노인복지시설,재가노인복지시설,자치구,이예란,1171000000,송파구,서울특별시 송파구 송파대로27길 26-03층,38,38,24009506,5833
사회적협동조합 가가호호돌봄센터,G0732,(노인) 재가노인복지시설,재가노인복지시설,자치구,이명희,1156000000,영등포구,서울특별시 영등포구 영등포로64길 311층 (신길동)(신길동),0,25,28368427,7316
(사)굿하트데이케어센터,G0754,(노인) 재가노인복지시설,재가노인복지시설,자치구,길준영,1100000000,서울특별시,서울특별시 동작구 상도로 121영진빌딩 4층(상도동) (상도동),28,28,02-3280-7090,6950
가온요양원1주야간,G0760,(노인) 재가노인복지시설,재가노인복지시설,자치구,김명국,1130500000,강북구,서울특별시 강북구 한천로 1075 대광빌딩 3층,15,0,02-6959-8078,1070
성산노인복지센터,G0817,(노인) 재가노인복지시설,재가노인복지시설,자치구,심명숙,1144000000,마포구,"서울특별시 마포구 월드컵북로12안길68, 1층 (성산동)",42,42,23255507,3972
구립효창데이케어센터,G0837,(노인) 재가노인복지시설,재가노인복지시설,자치구,이정미,1117000000,용산구,서울특별시 용산구 효창원로146-12 (효창동),21,21,02-711-7795,4317
구립신내노인종합복지관 병설 신내데이케어센터,G0862,(노인) 재가노인복지시설,재가노인복지시설,자치구,김진완,1126000000,중랑구,"서울특별시 중랑구 신내로15길175, 1층 (신내동, 구립신내노인주간보호센터)",21,21,02-3421-7800,2041
시립중랑노인전문요양원병설데이케어센터,G0874,(노인) 재가노인복지시설,재가노인복지시설,자치구,민동세,1126000000,중랑구,"서울특별시 중랑구 양원역로38, 1층 (망우동, 시립중랑노인전문요양원)",20,20,02-437-8144,2062
서울종합데이케어센터,G0910,(노인) 재가노인복지시설,재가노인복지시설,자치구,이민아,1144000000,마포구,서울특별시 마포구 숭문길36 (염리동),19,19,02-701-9967,4138
강서실버센터,G0911,(노인) 재가노인복지시설,재가노인복지시설,자치구,김동환,1150000000,강서구,"서울특별시 강서구 강서로45길174, 4층 (내발산동, sm타워)",60,60,022667-8890,7638
늘푸른돌봄센터,G0934,(노인) 재가노인복지시설,재가노인복지시설,자치구,박정애,1121500000,광진구,"서울특별시 광진구 능동로53, 2층 (자양동)",0,0,24618373,5074
삼선데이케어센터,G0947,(노인) 재가노인복지시설,재가노인복지시설,자치구,김미애,1129000000,성북구,"서울특별시 성북구 동소문로 40, 6층 (동소문동3가)",89,48,02-6437-7272,2860
혜화동성당데이케어센터,G1034,(노인) 재가노인복지시설,재가노인복지시설,자치구,추교천,1111000000,종로구,서울특별시 종로구 혜화로12길14-9 (혜화동),21,21,02-742-0515,3067
그레이스 실버데이케어센터,G1042,(노인) 재가노인복지시설,재가노인복지시설,자치구,이상근,1153000000,구로구,"서울특별시 구로구 서해안로 2295, 2층 (오류동)",47,35,236660366,8357
화곡본동성당데이케어센터,G1053,(노인) 재가노인복지시설,재가노인복지시설,자치구,김연순,1150000000,강서구,"서울특별시 강서구 까치산로2길43, 5층",24,24,02-2606-4123,7730
신림성모성당데이케어센터,G1055,(노인) 재가노인복지시설,재가노인복지시설,자치구,주은정,1162000000,관악구,서울특별시 관악구 봉천로18길 12-012 (신림동),17,17,28773327,8753
사랑나눔데이케어센터,G1062,(노인) 재가노인복지시설,재가노인복지시설,자치구,조기숙,1130500000,강북구,서울특별시 강북구 도봉로 2434층 (미아동),15,15,02-999-1366,1118
시흥4동성당데이케어센터,G1065,(노인) 재가노인복지시설,재가노인복지시설,자치구,차지숙,1154500000,금천구,서울특별시 금천구 독산로38길10 (시흥동),20,20,02-891-9004,8568
고척동성당데이케어센터,G1069,(노인) 재가노인복지시설,재가노인복지시설,자치구,김현미,1153000000,구로구,"서울특별시 구로구 고척로52나길42, 3층 (고척동, 고척동성당)",20,17,02-2060-9914,8228
행운동성당데이케어센터,G1073,(노인) 재가노인복지시설,재가노인복지시설,자치구,장영일,1162000000,관악구,서울특별시 관악구 행운4길39 (봉천동),17,17,02-875-7781,8741
신당동성당데이케어센터,G1089,(노인) 재가노인복지시설,재가노인복지시설,자치구,홍민정,1114000000,중구,서울특별시 중구 동호로20다길9 (신당동),21,20,222361781,4609
구립영등포치매전문데이케어센터,G1093,(노인) 재가노인복지시설,재가노인복지시설,자치구,조훈호,1156000000,영등포구,"서울특별시 영등포구 당산로29길9, 5층 (당산동3가)",28,28,02-813-0100,7261
엘림데이케어센터,G1141,(노인) 재가노인복지시설,재가노인복지시설,자치구,최창호,1154500000,금천구,"서울특별시 금천구 범안로 12565(독산동,성도빌딩) ",25,25,02-894-3701,8617
(사)굿하트재가노인지원센터,G1146,(노인) 재가노인복지시설,재가노인복지시설,자치구,김종진,1121500000,광진구,서울특별시 광진구 천호대로 699일천빌딩 302호 (구의동),0,0,02-6401-7090,4962
'(협)효마을중랑복지촌 2호,G1157,(노인) 재가노인복지시설,재가노인복지시설,자치구,배윤신,1126000000,중랑구,"서울특별시 중랑구 용마공원로3길24-10, 지층층 (망우동)",20,20,7076038100,2180
엔젤복지센터,G1216,(노인) 재가노인복지시설,재가노인복지시설,자치구,정희원,1162000000,관악구,"서울특별시 관악구 중앙길 32, 1층 (봉천동)",44,44,28893365,8744
(주)감사하는사람들노인복지센터,G1234,(노인) 재가노인복지시설,재가노인복지시설,자치구,김유란,1156000000,영등포구,서울특별시 영등포구 시흥대로 649301호 (대림동),0,30,02-848-3532,7442
가족사랑 단기보호센터,G1244,(노인) 재가노인복지시설,재가노인복지시설,자치구,성보윤,1171000000,송파구,서울특별시 송파구 오금로36길 572 (가락동),8,8,070-4814-0450,5714
밝은내데이케어센터,G1290,(노인) 재가노인복지시설,재가노인복지시설,자치구,김동호,1147000000,양천구,서울특별시 양천구 신월로24길 19 (신월동),,,226024411,8061
수유실버데이케어센터,G1293,(노인) 재가노인복지시설,재가노인복지시설,자치구,곽지훈,1130500000,강북구,서울특별시 강북구 노해로23길 94수유실버데이케어센터,20,20,02-993-4020,1047
늘푸른한가족데이케어센터,G1295,(노인) 재가노인복지시설,재가노인복지시설,자치구,우서연,1147000000,양천구,서울특별시 양천구 오목로 1813층 (신정동),24,23,02-6741-1004,7944
미아실버데이케어센터,G1298,(노인) 재가노인복지시설,재가노인복지시설,자치구,채민옥,1130500000,강북구,서울특별시 강북구 솔매로43길 25미아실버데이케어센터,21,20,02-987-9955,1125
서울시니어스강남타워 데이케어센터,G1315,(노인) 재가노인복지시설,재가노인복지시설,자치구,이진관,1168000000,강남구,"서울특별시 강남구 자곡로100-2 (자곡동, 서울특별시니어스강남타워)",24,20,02-2223-3351,6373
인애데이케어센터,G1321,(노인) 재가노인복지시설,재가노인복지시설,자치구,정은정,1114000000,중구,서울특별시 중구 퇴계로80길 45-6601호 (신당동),24,24,02-2231-9191,4585
우리사이 재가장기요양센터,G1329,(노인) 재가노인복지시설,재가노인복지시설,자치구,유정숙,1162000000,관악구,"서울특별시 관악구 양녕로 61, 3층층 (봉천동)",0,0,28830142,8715
목동실버데이케어센터,G1361,(노인) 재가노인복지시설,재가노인복지시설,자치구,박노숙,1147000000,양천구,서울특별시 양천구 목동중앙로3길 21목동실버복지문화센터 (목동),27,27,02-2647-3356,7962
금천노인종합복지관 병설 금천데이케어센터,G1362,(노인) 재가노인복지시설,재가노인복지시설,자치구,구자훈,1154500000,금천구,서울특별시 금천구 시흥대로51길93-32 (시흥동),17,17,070-7090-5420,8634
(주)롱라이프그린케어 강서재가노인복지센터,G1368,(노인) 재가노인복지시설,재가노인복지시설,자치구,성연식,1150000000,강서구,"서울특별시 강서구 양천로100-1, 3, 4층 (방화동, 수현빌딩)",21,21,02-2665-6512,7604
88등촌데이케어센터,G1369,(노인) 재가노인복지시설,재가노인복지시설,자치구,곽윤자,1150000000,강서구,"서울특별시 강서구 화곡로61길 41-1 (등촌동, 삼영빌딩)",24,24,236659966,7590
두드림복지센터,G1432,(노인) 재가노인복지시설,재가노인복지시설,자치구,전영삼,1162000000,관악구,"서울특별시 관악구 행운1길70, 지층층 2호호 (봉천동)",0,0,7082925300,151600
사회복지법인 운가자비원 운가데이케어센터,G1458,(노인) 재가노인복지시설,재가노인복지시설,자치구,차성주,1130500000,강북구,서울특별시 강북구 삼양로112길 51층 (수유동),29,0,02-903-1720,1041
효사랑데이케어센터,G1468,(노인) 재가노인복지시설,재가노인복지시설,자치구,남기호,1162000000,관악구,"서울특별시 관악구 신림로12길18, 4층층 (신림동, 명성빌딩)",41,41,28779919,68839
태릉365데이케어센터,G1480,(노인) 재가노인복지시설,재가노인복지시설,자치구,이미정,1135000000,노원구,"서울특별시 노원구 화랑로421, 3층 (공릉동, 한일휴니스빌)",27,26,29779177,1861
잠실데이케어센터,G1509,(노인) 재가노인복지시설,재가노인복지시설,자치구,김민성,1171000000,송파구,서울특별시 송파구 오금로36길 392~4층 (가락동),61,52,02-420-2838,5704
작은베들레헴데이케어센터,G1546,(노인) 재가노인복지시설,재가노인복지시설,자치구,김상준,1132000000,도봉구,서울특별시 도봉구 우이천로45길 22-9 (쌍문동),17,15,29948377,1367
국민재가복지센터,G1566,(노인) 재가노인복지시설,재가노인복지시설,자치구,유순례,1150000000,강서구,서울특별시 강서구 공항대로41길66 (등촌동),0,0,236639119,7586
실버캐슬요양센터,G1629,(노인) 재가노인복지시설,재가노인복지시설,자치구,김정미,1126000000,중랑구,서울특별시 중량구 동일로 890메스트빌딩 6층,10,10,02-948-7701,2038
목동중앙데이케어센터,G1646,(노인) 재가노인복지시설,재가노인복지시설,자치구,권주만,1147000000,양천구,서울특별시 양천구 목동중앙북로7가길 605층 (목동),47,47,02-2654-9712,7946
카멜리아요양원 단기보호,G1690,(노인) 재가노인복지시설,재가노인복지시설,자치구,정양옥,1126000000,중랑구,"서울특별시 중랑구 동일로 933, 6층, 7층층 (묵동, 수정빌딩)",9,9,29497719,131600
강서힐링데이케어센터,G1757,(노인) 재가노인복지시설,재가노인복지시설,자치구,박갑주,1150000000,강서구,"서울특별시 강서구 수명로68-23, 7~8층층 (내발산동, 유광타워)",60,60,263388500,157650
희나리데이케어센터,G1791,(노인) 재가노인복지시설,재가노인복지시설,자치구,박영철,1171000000,송파구,서울특별시 송파구 백제고분로42길 5-0 (송파동)5 (송파동),28,28,24133462,5666
사회적협동조합 강서나눔돌봄재가센터,G1797,(노인) 재가노인복지시설,재가노인복지시설,자치구,한복남,1150000000,강서구,서울특별시 강서구 강서로18길 14-0 5층 (화곡동),0,0,02-2065-1584,7756
더사랑데이케어센터,G1813,(노인) 재가노인복지시설,재가노인복지시설,자치구,박하숙,1159000000,동작구,서울특별시 동작구 알마타길 21-424층 (대방동),32,32,02-6268-0163,6939
홍릉단기보호센터,G1821,(노인) 재가노인복지시설,재가노인복지시설,자치구,박장순,1123000000,동대문구,"서울특별시 동대문구 제기로72, 5층 (제기동, 홍릉단기보호센터)",8,8,29603460,130890
압구정데이케어센터 ,G2081,(노인) 재가노인복지시설,재가노인복지시설,자치구,김성진,1168000000,강남구,서울특별시 강남구 도산대로53길5 (신사동),17,15,25480206,135897
강남구립 세심정데이케어센터 ,G2086,(노인) 재가노인복지시설,재가노인복지시설,자치구,정윤정,1168000000,강남구,서울특별시 강남구 논현로115길 35-1 (논현동),20,19,02-3443-7142,135660
학수정데이케어센터 ,G2093,(노인) 재가노인복지시설,재가노인복지시설,자치구,이강진,1168000000,강남구,서울특별시 강남구 도산대로17길 45 (신사동),17,15,02-518-9198,135889
마천데이케어센터,G2168,(노인) 재가노인복지시설,재가노인복지시설,자치구,김선화,1171000000,송파구,"서울특별시 송파구 마천로65길 41층 (마천동, 마천종합사회복지관)",17,17,02-409-5264,5763
닮터데이케어센터,G2189,(노인) 재가노인복지시설,재가노인복지시설,자치구,김정중,1130500000,강북구,서울특별시 강북구 오현로 323층 (미아동),28,28,02-988-0997,1233
소풍데이케어센터,G2316,(노인) 재가노인복지시설,재가노인복지시설,자치구,김영주,1123000000,동대문구,"서울특별시 동대문구 한천로137, 2~3층 (답십리동)",57,10,222130076,2535
아가페주야간보호센터,G2338,(노인) 재가노인복지시설,재가노인복지시설,자치구,김미혜,1162000000,관악구,"서울특별시 관악구 난곡로 341-0 (신림동)341, 4층 (신림동, 현진빌딩)",20,20,28877783,8767
중랑제일주야간보호센터,G2384,(노인) 재가노인복지시설,재가노인복지시설,자치구,신경미,1126000000,중랑구,"서울특별시 중랑구 용마산로112길 90-0 (망우동)90, 2층 (망우동)",20,20,02-432-3504,2179
평강요양원단기보호센터,G2404,(노인) 재가노인복지시설,재가노인복지시설,자치구,이춘범,1126000000,중랑구,"서울특별시 중랑구 용마산로112길 90, 3층 (망우동, 성공빌딩)",8,8,02-434-9169,2179
